,Unnamed: 0,parl_id,syls,parly,gender,name,wikidataid,county,constituency,region,msp_type,office_held,year_born,age
433,434,1970,213947,3rd,M,Des McNulty,Q1200458,East Dunbartonshire,Clydebank and Milngavie,West of Scotland,Constituency,The Party Spokesperson on Lifelong Learning,1952,69
434,435,1986,86348,3rd,M,Duncan McNeil,Q1265439,Inverclyde,Greenock and Inverclyde,West of Scotland,Constituency,,1950,71
435,436,1988,112464,3rd,M,Ted Brocklebank,Q2399744,,,Mid Scotland and Fife,Region,,1942,79
436,437,1994,243538,3rd,M,Fergus Ewing,Q559022,Highland,"Inverness East, Nairn and Lochaber",Highlands and Islands,Constituency,The Minister for Community Safety,1957,64
437,438,1996,75748,3rd,M,Frank McAveety,Q1443752,Glasgow City,Glasgow Shettleston,Glasgow,Constituency,,1962,59
438,439,2010,60548,3rd,M,Gil Paterson,Q200615,,,West of Scotland,Region,,1942,79
439,440,2029,94151,3rd,M,Hugh Henry,Q5931093,Renfrewshire,Paisley South,West of Scotland,Constituency,,1952,69
440,441,2030,14793,3rd,M,Hugh O'Donnell,Q1634500,,,Central Scotland,Region,,1952,69
441,442,2033,139752,3rd,M,Iain Gray,Q1421398,East Lothian,East Lothian,South of Scotland,Constituency,,1957,64
442,443,2038,145205,3rd,M,Iain Smith,Q1655380,Fife,North East Fife,Mid Scotland and Fife,Constituency,,1960,61
443,444,2049,176941,3rd,M,Ian McKee,Q252566,,,Lothians,Region,,1940,81
444,445,2052,29318,3rd,M,Jack McConnell,Q132040,North Lanarkshire,Motherwell and Wishaw,Central Scotland,Constituency,,1960,61
445,446,2059,142895,3rd,M,James Kelly,Q1519985,Glasgow City,Glasgow Rutherglen,Glasgow,Constituency,,1963,58
446,447,2066,151754,3rd,M,Jamie McGrigor,Q1680794,,,Highlands and Islands,Region,,1949,72
447,448,2068,163096,3rd,M,Jamie Stone,Q1681420,Highland,"Caithness, Sutherland and Easter Ross",Highlands and Islands,Constituency,,1954,67
448,449,2074,294043,3rd,M,Jim Mather,Q1689144,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,"The Minister for Enterprise, Energy and Tourism",1947,74
449,450,2080,187134,3rd,F,Johann Lamont,Q544698,Glasgow City,Glasgow Pollok,Glasgow,Constituency,,1957,64
450,451,2085,37096,3rd,M,John Farquhar Munro,Q1225080,Perth and Kinross,"Ross, Skye and Inverness West",Highlands and Islands,Constituency,,1934,87
451,452,2098,700247,3rd,M,John Swinney,Q333811,Angus,North Tayside,Mid Scotland and Fife,Constituency,The Cabinet Secretary for Finance and Sustainable Growth,1964,57
452,453,2103,179031,3rd,M,Keith Brown,Q1738042,Clackmannanshire,Ochil,Mid Scotland and Fife,Constituency,,1961,60
453,454,2103,179031,3rd,M,Keith Brown,Q1738042,Clackmannanshire,Ochil,Mid Scotland and Fife,Constituency,The Minister for Schools and Skills,1961,60
454,455,2103,179031,3rd,M,Keith Brown,Q1738042,Clackmannanshire,Ochil,Mid Scotland and Fife,Constituency,The Minister for Skills and Lifelong Learning,1961,60
455,456,2103,179031,3rd,M,Keith Brown,Q1738042,Clackmannanshire,Ochil,Mid Scotland and Fife,Constituency,The Minister for Transport and Infrastructure,1961,60
456,457,2103,179031,3rd,M,Keith Brown,Q1738042,Clackmannanshire,Ochil,Mid Scotland and Fife,Constituency,The Minister for Transport and Infrastucture,1961,60
457,458,2108,156199,3rd,M,Ken Macintosh,Q1738887,East Renfrewshire,Eastwood,West of Scotland,Constituency,,1962,59
458,459,2110,141417,3rd,M,Kenneth Gibson,Q944741,North Ayrshire,Cunninghame North,West of Scotland,Constituency,,1961,60
459,460,2112,414012,3rd,M,Kenny MacAskill,Q983174,City of Edinburgh,Edinburgh East and Musselburgh,Lothians,Constituency,The Cabinet Secretary for Justice,1958,63
460,461,2117,124071,3rd,M,Lewis Macdonald,Q1822125,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,,1957,64
461,462,2123,145316,3rd,M,Malcolm Chisholm,Q1886983,City of Edinburgh,Edinburgh North and Leith,Lothians,Constituency,,1949,72
462,463,2133,81117,3rd,M,Michael Matheson,Q121780,Falkirk,Falkirk West,Central Scotland,Constituency,,1970,51
463,464,2134,81723,3rd,M,Michael McMahon,Q2439870,North Lanarkshire,Hamilton North and Bellshill,Central Scotland,Constituency,,1961,60
464,465,2135,358021,3rd,M,Michael Russell,Q1929110,,,South of Scotland,Region,The Minister for Environment,1953,68
465,466,2135,358021,3rd,M,Michael Russell,Q1929110,,,South of Scotland,Region,"The Minister for Culture, External Affairs and the Constitution",1953,68
466,467,2135,358021,3rd,M,Michael Russell,Q1929110,,,South of Scotland,Region,The Cabinet Secretary for Education and Lifelong Learning,1953,68
467,468,2135,358021,3rd,M,Michael Russell,Q1929110,,,South of Scotland,Region,The Minister for Culture and External Affairs,1953,68
468,469,2140,138667,3rd,M,Mike Rumbles,Q1436381,Aberdeenshire,West Aberdeenshire and Kincardine,North East Scotland,Constituency,,1956,65
469,470,2154,58057,3rd,M,Nicol Stephen,Q333630,Aberdeen City,Aberdeen South,North East Scotland,Constituency,,1960,61
470,471,2159,90901,3rd,M,Paul Martin,Q2061163,Glasgow City,Glasgow Springburn,Glasgow,Constituency,,1967,54
471,472,2159,90901,3rd,M,Paul Martin,Q2061163,Glasgow City,Glasgow Springburn,Glasgow,Constituency,The Party Business Convener,1967,54
472,473,2167,158077,3rd,M,Peter Peacock,Q2077496,,,Highlands and Islands,Region,,1952,69
473,474,2180,252089,3rd,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,The Cabinet Secretary for Rural Affairs and the Environment,1969,52
474,475,2182,199978,3rd,M,Richard Simpson,Q2150619,,,Mid Scotland and Fife,Region,,1942,79
475,476,2185,339604,3rd,M,Robert Brown,Q2156625,,,Glasgow,Region,,1947,74
476,477,2188,114764,3rd,M,Robin Harper,Q202002,,,Lothians,Region,,1940,81
477,478,2202,228986,3rd,M,Ross Finnie,Q2167587,,,West of Scotland,Region,,1947,74
478,479,2215,319258,3rd,M,Stewart Stevenson,Q559613,Aberdeenshire,Banff and Buchan,North East Scotland,Constituency,"The Minister for Transport, Infrastructure and Climate Change",1946,75
479,480,2215,319258,3rd,M,Stewart Stevenson,Q559613,Aberdeenshire,Banff and Buchan,North East Scotland,Constituency,,1946,75
480,481,2215,319258,3rd,M,Stewart Stevenson,Q559613,Aberdeenshire,Banff and Buchan,North East Scotland,Constituency,.,1946,75
481,482,2223,119657,3rd,M,Tavish Scott,Q1339371,Shetland Islands,Shetland,Highlands and Islands,Constituency,,1966,55
482,483,2228,44093,3rd,M,Tom McCabe,Q7816757,North Lanarkshire,Hamilton South,Central Scotland,Constituency,,1954,67
483,484,2234,185969,3rd,M,Bill Aitken,Q861907,,,Glasgow,Region,,1947,74
484,485,2252,98315,3rd,M,Mike Pringle,Q1933434,City of Edinburgh,Edinburgh South,Lothians,Constituency,,1945,76
485,486,2345,126800,3rd,M,John Scott,Q1701702,North Ayrshire,Ayr,South of Scotland,Constituency,,1951,70
486,487,2364,110340,3rd,M,Bill Butler,Q861989,Glasgow City,Glasgow Anniesland,Glasgow,Constituency,,1956,65
487,488,2394,209737,3rd,M,Murdo Fraser,Q1953630,,,Mid Scotland and Fife,Region,,1965,56
488,489,2595,194277,3rd,M,Gavin Brown,Q1496418,,,Lothians,Region,,1975,46
489,490,2596,182575,3rd,M,Derek Brownlee,Q1200005,,,South of Scotland,Region,,1974,47
490,491,2603,162319,3rd,M,Richard Baker,Q2149018,,,North East Scotland,Region,,1974,47
491,492,2610,63061,3rd,M,John Wilson,Q1702190,,,Central Scotland,Region,,1956,65
492,493,2633,102117,3rd,F,Claire Baker,Q744632,,,Mid Scotland and Fife,Region,,1971,50
493,494,2641,107227,3rd,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Western Isles,Highlands and Islands,Constituency,,1971,50
494,495,2651,113028,3rd,M,Jim Tolson,Q1247554,Fife,Dunfermline West,Mid Scotland and Fife,Constituency,,1965,56
495,496,2674,92743,3rd,M,Dave Thompson,Q1176844,,,Highlands and Islands,Region,,1949,72
496,497,2675,177326,3rd,M,Rob Gibson,Q563410,,,Highlands and Islands,Region,,1945,76
497,498,2678,161354,3rd,M,Jackson Carlaw,Q1231522,,,West of Scotland,Region,,1959,62
498,499,2866,306648,3rd,M,Jeremy Purvis,Q1687620,Scottish Borders,"Tweeddale, Ettrick and Lauderdale",South of Scotland,Constituency,,1974,47
499,500,2876,177984,3rd,M,Stewart Maxwell,Q1710696,,,West of Scotland,Region,The Minister for Communities and Sport,1963,58
500,501,2876,177984,3rd,M,Stewart Maxwell,Q1710696,,,West of Scotland,Region,,1963,58
501,502,2892,211523,3rd,M,Patrick Harvie,Q2057654,,,Glasgow,Region,,1973,48
502,503,2963,56126,3rd,F,Anne McLaughlin,Q373047,,,Glasgow,Region,,1966,55
503,504,3061,57908,3rd,F,Margaret Mitchell,Q1894872,,,Central Scotland,Region,,1952,69
504,505,3129,52313,3rd,M,Bill Kidd,Q862234,,,Glasgow,Region,,1956,65
505,506,3538,75609,3rd,M,Charlie Gordon,Q1064575,Glasgow City,Glasgow Cathcart,Glasgow,Constituency,,1951,70
506,507,3743,112946,3rd,M,Nigel Don,Q181224,,,North East Scotland,Region,,1954,67
507,508,3746,95282,3rd,M,Christopher Harvie,Q1086721,,,Mid Scotland and Fife,Region,,1944,77
508,509,3749,2112,3rd,M,Stefan Tymkewycz,Q2337825,,,Lothians,Region,,1959,62
509,510,3750,70737,3rd,F,Shirley-Anne Somerville,Q2279359,,,Lothians,Region,,1974,47
510,511,3758,109155,3rd,M,Jamie Hepburn,Q1681399,,,Central Scotland,Region,,1979,42
511,512,3759,115336,3rd,F,Christina McKelvie,Q1083222,,,Central Scotland,Region,,1968,53
512,513,3763,122032,3rd,M,Stuart McMillan,Q2357916,,,West of Scotland,Region,,1972,49
513,514,3771,125864,3rd,M,Bob Doris,Q887886,,,Glasgow,Region,,1973,48
514,515,3775,103476,3rd,F,Aileen Campbell,Q405017,,,South of Scotland,Region,,1980,41
515,516,3806,60652,3rd,M,David Stewart,Q1176741,,,Highlands and Islands,Region,,1956,65
516,517,3811,77363,3rd,M,George Foulkes,Q1507362,,,Lothians,Region,,1942,79
517,518,3815,118227,3rd,M,John Park,Q1701321,,,Mid Scotland and Fife,Region,,1973,48
518,519,3896,230375,3rd,M,Liam McArthur,Q1691804,Orkney Islands,Orkney,Highlands and Islands,Constituency,,1967,54
519,520,3901,92330,3rd,M,Joe FitzPatrick,Q1612012,Dundee City,Dundee West,North East Scotland,Constituency,,1967,54
520,521,3907,59187,3rd,M,Willie Coffey,Q524532,East Ayrshire,Kilmarnock and Loudoun,Central Scotland,Constituency,,1958,63
521,522,4014,159378,3rd,F,Elizabeth Smith,Q644208,,,Mid Scotland and Fife,Region,,1960,61
522,523,4016,119414,3rd,M,John Lamont,Q1700778,Scottish Borders,Roxburgh and Berwickshire,South of Scotland,Constituency,,1976,45
523,524,4074,233819,3rd,M,David Whitton,Q1177153,East Dunbartonshire,Strathkelvin and Bearsden,West of Scotland,Constituency,,1952,69
524,525,4080,126168,3rd,F,Alison McInnes,Q2647236,,,North East Scotland,Region,,1957,64
525,526,4086,116749,3rd,M,Jim Hume,Q1689118,,,South of Scotland,Region,,1962,59
526,527,1735,301271,4th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,The Minister for Children and Young People,1970,51
527,528,1735,301271,4th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,The Minister for Youth Employment,1970,51
528,529,1735,301271,4th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,"The Cabinet Secretary for Training, Youth and Women’s Employmentt",1970,51
529,530,1735,301271,4th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,"The Cabinet Secretary for Training, Youth and Women's Employment",1970,51
530,531,1735,301271,4th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,"The Cabinet Secretary for Training, Youth and Women’s Employment",1970,51
531,532,1735,301271,4th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,The Cabinet Secretary for Education and Lifelong Learning,1970,51
532,533,1741,209528,4th,F,Annabel Goldie,Q544742,,,West Scotland,Region,,1950,71
533,534,1742,155361,4th,F,Annabelle Ewing,Q564093,,,Mid Scotland and Fife,Region,,1960,61
534,535,1742,155361,4th,F,Annabelle Ewing,Q564093,,,Mid Scotland and Fife,Region,The Minister for Youth and Women’s Employment,1960,61
535,536,1756,272467,4th,F,Christine Grahame,Q467108,Midlothian,"Midlothian South, Tweeddale and Lauderdale",South Scotland,Constituency,,1944,77
536,537,1759,221567,4th,F,Claudia Beamish,Q1097337,,,South Scotland,Region,,1952,69
537,538,1768,384033,4th,F,Elaine Murray,Q1324826,Dumfries and Galloway,Dumfriesshire,South Scotland,Constituency,,1954,67
538,539,1769,36501,4th,F,Elaine Smith,Q305347,North Lanarkshire,Coatbridge and Chryston,Central Scotland,Constituency,,1963,58
539,540,1769,36501,4th,F,Elaine Smith,Q305347,North Lanarkshire,Coatbridge and Chryston,Central Scotland,Constituency,The Deputy Presiding Officer,1963,58
540,541,1773,370918,4th,F,Fiona Hyslop,Q1418512,West Lothian,Linlithgow,Lothian,Constituency,The Cabinet Secretary for Culture and External Affairs,1964,57
541,542,1773,370918,4th,F,Fiona Hyslop,Q1418512,West Lothian,Linlithgow,Lothian,Constituency,"The Cabinet Secretary for Culture, Europe and External Affairs",1964,57
542,543,1775,103063,4th,F,Fiona McLeod,Q1418528,East Dunbartonshire,Strathkelvin and Bearsden,West Scotland,Constituency,,1957,64
543,544,1775,103063,4th,F,Fiona McLeod,Q1418528,East Dunbartonshire,Strathkelvin and Bearsden,West Scotland,Constituency,The Minister for Children and Young People,1957,64
544,545,1778,71795,4th,F,Helen Eadie,Q1396732,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,,1947,74
545,546,1783,356681,4th,F,Jackie Baillie,Q544729,West Dunbartonshire,Dumbarton,West Scotland,Constituency,,1964,57
546,547,1793,103276,4th,F,Jean Urquhart,Q1685871,,,Highlands and Islands,Region,,1949,72
547,548,1814,141838,4th,F,Linda Fabiani,Q467097,South Lanarkshire,East Kilbride,Central Scotland,Constituency,,1956,65
548,549,1828,53376,4th,F,Margo MacDonald,Q334376,,,Lothian,Region,,1943,78
549,550,1839,269599,4th,F,Mary Scanlon,Q1906394,,,Highlands and Islands,Region,,1947,74
550,551,1841,215434,4th,F,Maureen Watt,Q540381,Aberdeen City,Aberdeen South and North Kincardine,North East Scotland,Constituency,,1951,70
551,552,1841,215434,4th,F,Maureen Watt,Q540381,Aberdeen City,Aberdeen South and North Kincardine,North East Scotland,Constituency,The Minister for Public Health,1951,70
552,553,1845,260671,4th,F,Nanette Milne,Q6963426,,,North East Scotland,Region,,1942,79
553,554,1848,609618,4th,F,Nicola Sturgeon,Q467112,Glasgow City,Glasgow Southside,Glasgow,Constituency,"The Deputy First Minister and Cabinet Secretary for Health, Wellbeing and Cities Strategy",1970,51
554,555,1848,609618,4th,F,Nicola Sturgeon,Q467112,Glasgow City,Glasgow Southside,Glasgow,Constituency,"The Deputy First Minister and Cabinet Secretary for Infrastructure, Investment and Cities",1970,51
555,556,1848,609618,4th,F,Nicola Sturgeon,Q467112,Glasgow City,Glasgow Southside,Glasgow,Constituency,,1970,51
556,557,1848,609618,4th,F,Nicola Sturgeon,Q467112,Glasgow City,Glasgow Southside,Glasgow,Constituency,The First Minister,1970,51
557,558,1853,275326,4th,F,Patricia Ferguson,Q2057182,Glasgow City,Glasgow Maryhill and Springburn,Glasgow,Constituency,,1958,63
558,559,1860,256109,4th,F,Rhoda Grant,Q769138,,,Highlands and Islands,Region,,1963,58
559,560,1863,252757,4th,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perthshire South and Kinross-shire,Mid Scotland and Fife,Constituency,The Minister for Community Safety and Legal Affairs,1951,70
560,561,1863,252757,4th,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perthshire South and Kinross-shire,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Fair Work, Skills and Training",1951,70
561,562,1865,200360,4th,F,Sandra White,Q466861,Glasgow City,Glasgow Kelvin,Glasgow,Constituency,,1951,70
562,563,1866,258523,4th,F,Sarah Boyack,Q544089,,,Lothian,Region,,1961,60
563,564,1870,263234,4th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,The Minister for Commonwealth Games and Sport,1966,55
564,565,1870,263234,4th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,"The Cabinet Secretary for Commonwealth Games, Sport, Equalities and Pensioners’ Rights",1966,55
565,566,1870,263234,4th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,"Cabinet Secretary for Health, Wellbeing and Sport",1966,55
566,567,1870,263234,4th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,"The Cabinet Secretary for Health, Wellbeing and Sport",1966,55
567,568,1876,1353882,4th,F,Tricia Marwick,Q540435,Fife,Mid Fife and Glenrothes,Mid Scotland and Fife,Constituency,,1953,68
568,569,1876,1353882,4th,F,Tricia Marwick,Q540435,Fife,Mid Fife and Glenrothes,Mid Scotland and Fife,Constituency,The Presiding Officer,1953,68
569,570,1882,35864,4th,M,Adam Ingram,Q349826,East Ayrshire,"Carrick, Cumnock and Doon Valley",South Scotland,Constituency,,1951,70
570,571,1892,169963,4th,M,Alex Fergusson,Q559046,Dumfries and Galloway,Galloway and West Dumfries,South Scotland,Constituency,,1949,72
571,572,1893,327046,4th,M,Alex Johnstone,Q2641395,,,North East Scotland,Region,,1961,60
572,573,1894,360091,4th,M,Alex Neil,Q1515752,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,The Cabinet Secretary for Infrastructure and Capital Investment,1951,70
573,574,1894,360091,4th,M,Alex Neil,Q1515752,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,The Cabinet Secretary for Health and Wellbeing,1951,70
574,575,1894,360091,4th,M,Alex Neil,Q1515752,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,,1951,70
575,576,1894,360091,4th,M,Alex Neil,Q1515752,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,"The Cabinet Secretary for Social Justice, Communities and Pensioners’ Rights",1951,70
576,577,1895,681177,4th,M,Alex Salmond,Q10652,Aberdeenshire,Aberdeenshire East,North East Scotland,Constituency,,1954,67
577,578,1895,681177,4th,M,Alex Salmond,Q10652,Aberdeenshire,Aberdeenshire East,North East Scotland,Constituency,The First Minister,1954,67
578,579,1926,19857,4th,M,Brian Adam,Q570298,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,The Minister for Parliamentary Business and Chief Whip,1948,73
579,580,1926,19857,4th,M,Brian Adam,Q570298,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,,1948,73
580,581,1926,19857,4th,M,Brian Adam,Q570298,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,.,1948,73
581,582,1932,117916,4th,M,Bruce Crawford,Q559391,Stirling,Stirling,Mid Scotland and Fife,Constituency,The Cabinet Secretary for Parliamentary Business and Government Strategy,1955,66
582,583,1932,117916,4th,M,Bruce Crawford,Q559391,Stirling,Stirling,Mid Scotland and Fife,Constituency,,1955,66
583,584,1943,228678,4th,M,Chic Brodie,Q1071778,,,South Scotland,Region,,1944,77
584,585,1961,65122,4th,M,David McLetchie,Q1175613,,,Lothian,Region,,1952,69
585,586,1986,106474,4th,M,Duncan McNeil,Q1265439,Inverclyde,Greenock and Inverclyde,West Scotland,Constituency,,1950,71
586,587,1994,506498,4th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,"The Minister for Energy, Enterprise and Tourism",1957,64
587,588,1994,506498,4th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,,1957,64
588,589,1994,506498,4th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,"Minister for Business, Energy and Tourism",1957,64
589,590,1994,506498,4th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,"The Minister for Business, Energy and Tourism",1957,64
590,591,2010,84408,4th,M,Gil Paterson,Q200615,East Dunbartonshire,Clydebank and Milngavie,West Scotland,Constituency,,1942,79
591,592,2029,134686,4th,M,Hugh Henry,Q5931093,Renfrewshire,Renfrewshire South,West Scotland,Constituency,,1952,69
592,593,2033,221222,4th,M,Iain Gray,Q1421398,East Lothian,East Lothian,South Scotland,Constituency,,1957,64
593,594,2059,134900,4th,M,James Kelly,Q1519985,South Lanarkshire,Rutherglen,Glasgow,Constituency,,1963,58
594,595,2066,190356,4th,M,Jamie McGrigor,Q1680794,,,Highlands and Islands,Region,,1949,72
595,596,2080,253198,4th,F,Johann Lamont,Q544698,Glasgow City,Glasgow Pollok,Glasgow,Constituency,,1957,64
596,597,2098,738675,4th,M,John Swinney,Q333811,Perth and Kinross,Perthshire North,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Finance, Employment and Sustainable Growth",1964,57
597,598,2098,738675,4th,M,John Swinney,Q333811,Perth and Kinross,Perthshire North,Mid Scotland and Fife,Constituency,"The Deputy First Minister and Cabinet Secretary for Finance, Constitution and Economy",1964,57
598,599,2098,738675,4th,M,John Swinney,Q333811,Perth and Kinross,Perthshire North,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Finance, Constitution and Economy",1964,57
599,600,2098,738675,4th,M,John Swinney,Q333811,Perth and Kinross,Perthshire North,Mid Scotland and Fife,Constituency,The Deputy First Minister,1964,57
600,601,2103,425615,4th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,The Minister for Housing and Transport,1961,60
601,602,2103,425615,4th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,,1961,60
602,603,2103,425615,4th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,The Minister for Transport and Veteran Affairs,1961,60
603,604,2103,425615,4th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,The Minister for Transport and Veterans,1961,60
604,605,2103,425615,4th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Infrastructure, Investment and Cities",1961,60
605,606,2108,327241,4th,M,Ken Macintosh,Q1738887,East Renfrewshire,Eastwood,West Scotland,Constituency,,1962,59
606,607,2110,253489,4th,M,Kenneth Gibson,Q944741,North Ayrshire,Cunninghame North,West Scotland,Constituency,,1961,60
607,608,2112,380515,4th,M,Kenny MacAskill,Q983174,City of Edinburgh,Edinburgh Eastern,Lothian,Constituency,The Cabinet Secretary for Justice,1958,63
608,609,2112,380515,4th,M,Kenny MacAskill,Q983174,City of Edinburgh,Edinburgh Eastern,Lothian,Constituency,,1958,63
609,610,2117,250065,4th,M,Lewis Macdonald,Q1822125,,,North East Scotland,Region,,1957,64
610,611,2123,422967,4th,M,Malcolm Chisholm,Q1886983,City of Edinburgh,Edinburgh Northern and Leith,Lothian,Constituency,,1949,72
611,612,2133,486208,4th,M,Michael Matheson,Q121780,Falkirk,Falkirk West,Central Scotland,Constituency,The Minister for Public Health,1970,51
612,613,2133,486208,4th,M,Michael Matheson,Q121780,Falkirk,Falkirk West,Central Scotland,Constituency,The Cabinet Secretary for Justice,1970,51
613,614,2134,138474,4th,M,Michael McMahon,Q2439870,North Lanarkshire,Uddingston and Bellshill,Central Scotland,Constituency,,1961,60
614,615,2135,358918,4th,M,Michael Russell,Q1929110,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,The Cabinet Secretary for Education and Lifelong Learning,1953,68
615,616,2135,358918,4th,M,Michael Russell,Q1929110,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,,1953,68
616,617,2159,51601,4th,M,Paul Martin,Q2061163,Glasgow City,Glasgow Provan,Glasgow,Constituency,,1967,54
617,618,2180,354735,4th,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,The Cabinet Secretary for Rural Affairs and the Environment,1969,52
618,619,2180,354735,4th,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,"The Cabinet Secretary for Rural Affairs, Food and Environment",1969,52
619,620,2182,154712,4th,M,Richard Simpson,Q2150619,,,Mid Scotland and Fife,Region,,1942,79
620,621,2215,344234,4th,M,Stewart Stevenson,Q559613,Aberdeenshire,Banffshire and Buchan Coast,North East Scotland,Constituency,The Minister for Environment and Climate Change,1946,75
621,622,2215,344234,4th,M,Stewart Stevenson,Q559613,Aberdeenshire,Banffshire and Buchan Coast,North East Scotland,Constituency,,1946,75
622,623,2223,166552,4th,M,Tavish Scott,Q1339371,Shetland Islands,Shetland Islands,Highlands and Islands,Constituency,,1966,55
623,624,2345,31651,4th,M,John Scott,Q1701702,North Ayrshire,Ayr,South Scotland,Constituency,The Deputy Presiding Officer,1951,70
624,625,2394,280939,4th,M,Murdo Fraser,Q1953630,,,Mid Scotland and Fife,Region,,1965,56
625,626,2487,187416,4th,F,Aileen McLeod,Q405025,,,South Scotland,Region,,1971,50
626,627,2487,187416,4th,F,Aileen McLeod,Q405025,,,South Scotland,Region,"The Minister for Environment, Climate Change and Land Reform",1971,50
627,628,2595,298945,4th,M,Gavin Brown,Q1496418,,,Lothian,Region,,1975,46
628,629,2603,150001,4th,M,Richard Baker,Q2149018,,,North East Scotland,Region,,1974,47
629,630,2610,106051,4th,M,John Wilson,Q1702190,,,Central Scotland,Region,,1956,65
630,631,2615,218517,4th,M,George Adam,Q1282862,Renfrewshire,Paisley,West Scotland,Constituency,,1969,52
631,632,2633,237034,4th,F,Claire Baker,Q744632,,,Mid Scotland and Fife,Region,,1971,50
632,633,2641,11489,4th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,The Minister for Learning and Skills,1971,50
633,634,2641,11489,4th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,"The Minister for Learning, Science and Scotland‘s Languages",1971,50
634,635,2641,11489,4th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,"The Minister for Learning, Science and Scotland's Languages",1971,50
635,636,2641,11489,4th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,"The Minister for Learning, Science and Scotland’s Languages",1971,50
636,637,2673,243085,4th,M,Roderick Campbell,Q981061,Fife,North East Fife,Mid Scotland and Fife,Constituency,,1953,68
637,638,2674,104605,4th,M,Dave Thompson,Q1176844,Highland,"Skye, Lochaber and Badenoch",Highlands and Islands,Constituency,,1949,72
638,639,2675,192972,4th,M,Rob Gibson,Q563410,Highland,"Caithness, Sutherland and Ross",Highlands and Islands,Constituency,,1945,76
639,640,2678,220859,4th,M,Jackson Carlaw,Q1231522,,,West Scotland,Region,,1959,62
640,641,2826,151444,4th,M,James Dornan,Q509808,Glasgow City,Glasgow Cathcart,Glasgow,Constituency,,1953,68
641,642,2853,94075,4th,M,John Pentland,Q1701389,North Lanarkshire,Motherwell and Wishaw,Central Scotland,Constituency,,1946,75
642,643,2876,162379,4th,M,Stewart Maxwell,Q1710696,,,West Scotland,Region,,1963,58
643,644,2892,285341,4th,M,Patrick Harvie,Q2057654,,,Glasgow,Region,,1973,48
